31210008530345, 8264
31210003883350, 13940
31210008241315, 18700
31210000141208, 23092
31210008241315, 28987
31210008530345, 33803
31210000141208, 38907
31210008241315, 51594
31210008530345, 57066
31210000141208, 62878
